beer_name,type,supertype,alcohol_percent,rating,number_of_ratings,brewery_name,address,region,lon,lat,brewery_type,est,link
Hokkenfeller Frk Trieb,Abbey Tripel,Abbey,9,3.09,3,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller Hvede,Wheat Ale,Other,6.6,2.75,4,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller IPA,IPA,IPA,7,2.84,1,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller Mr. Brown,Brown Ale,Other,5.4,2.87,5,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller Mr. White,Witbier,Other,6.5,2.95,6,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller Red Ale,Amber Ale,Amber,5.6,2.79,1,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller Red Biscuit,Amber Ale,Amber,5.2,2.79,2,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller Smoked Biscuit Rye,Specialty Grain,Other,7.9,3.14,4,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Hokkenfeller Teacher's Blackboard,Stout,Stout,6,3.21,10,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
HokNberg Power Of Flower,IPA,IPA,6.5,3.2,5,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
HokNberg Esther Port,Porter,Other,6.3,3.46,36,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
HokNberg Guldberg,Belgian Strong Ale,Other,8.3,NA,NA,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
HokNberg Isblomst * (Tørhumlet),Belgian Strong Ale,Other,8.7,3.25,12,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
HokNberg Isblomst **,Belgian Strong Ale,Other,8.7,2.99,14,HokNberg,"Edvard Griegs Gade 14-16, København Ø, Denmark  2100","Københavns Kommune, Frederiksberg og omegn ",12.5709,55.6777,Microbrewery,2010,https://www.ratebeer.com/brewers/hoknberg/11492/
Holbæk Arnakke Humle,Pale Ale - English,Other,5.5,2.63,54,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Blondinen,Belgian Ale,Other,6,2.85,9,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Bysø Brown,Brown Ale,Other,5.5,2.86,57,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Cider,Cider,Other,8,2.96,8,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Enken,Stout - Imperial,Stout,10,3.21,11,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Forårsbryg,English Strong Ale,Other,6.3,2.82,43,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Gløgg-øl,Spice / Herb / Vegetable,Other,16,3.1,43,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Havnebryg,Smoked,Other,5.5,2.29,7,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Høstbryg (2007),Belgian Ale,Other,5.5,2.8,3,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Høstbryg (2008-),Bock - Doppelbock,Bock,9.5,3.18,41,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Julebryg,Belgian Ale,Other,6.5,2.89,46,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Kvan Ale,Traditional Ale,Other,5.2,2.94,3,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Løvenborg Ale,Wheat Ale,Other,5.2,2.8,2,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Maglesø Sommerbryg,Golden Ale / Blond Ale,Other,4.5,2.76,60,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Midt Om Natten,English Strong Ale,Other,6.5,2.97,2,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Munkholmer,Stout,Stout,7,3.05,75,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Nytår 2010,Stout,Stout,7.5,3.01,10,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Pale Ale,Pale Ale - English,Other,6.5,NA,NA,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Rødtop,Amber Ale,Amber,6,2.9,8,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk WhiskeyStout,Stout - Sweet,Stout,7.5,3.23,67,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holbæk Winterstout,Stout,Stout,7,2.82,30,Holbæk Bryghus,"Nygade 5, Holbæk, Denmark  4300","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.7167,55.7167,Brewpub/Brewery,2005,https://www.ratebeer.com/brewers/holbaek-bryghus/6134/
Holmegaard 1825 Classic,Amber Lager / Vienna,Amber,5,2.76,47,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Amarillo,Pale Ale - American,Other,4.1,2.94,2,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Bock,Bock - Dunkler / Urbock,Bock,6.5,NA,NA,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Brown Ale,Brown Ale,Other,5,2.71,4,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Bryghus Høst Ale,Amber Ale,Amber,5.4,2.89,13,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Champagneøl,Premium Lager,Other,5.8,2.72,20,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Forårsbryg,Amber Ale,Amber,5.8,NA,NA,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Høstbryg,Oktoberfest / Märzen,Other,6,2.85,13,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Hvedeøl,Weissbier - Hefeweizen,Weissbier,5.5,2.61,4,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Hyldeblomstdrøm,Spice / Herb / Vegetable,Other,5.4,2.5,2,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Julebryg,Bock - Dunkler / Urbock,Bock,6.5,3.07,43,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Kirsebærøl,Fruit Beer,Other,4.6,2.67,3,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Lager,Premium Lager,Other,4.6,2.68,41,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Limeøl,Pilsener,Other,4.6,NA,0,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Mosebryg,Zwickel / Keller / Landbier,Other,4.9,2.8,3,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Pale Ale,Pale Ale - English,Other,5.6,3,34,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Påskebryg,Amber Ale,Amber,5.8,2.72,2,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Holmegaard Tørveøl,Smoked,Other,6.6,2.96,1,Holmegaard Bryghus,"Glasværksvej 54, Fensmark, Holmegaard, Denmark  4684","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",12.0833,55.3444,Brewpub,2007,https://www.ratebeer.com/brewers/holmegaard-bryghus/8623/
Hop Bottle Beauty & Beer,Premium Lager,Other,5.2,2.95,11,Hop Bottle Brewery,"Svendsgade 10 3.th, Vejle, Denmark  7100","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",9.5357,55.7093,Microbrewery,2016,https://www.ratebeer.com/brewers/hop-bottle-brewery/29679/
Hop Bottle Hoppy Ambear,Amber Ale,Amber,6.3,3.22,8,Hop Bottle Brewery,"Svendsgade 10 3.th, Vejle, Denmark  7100","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",9.5357,55.7093,Microbrewery,2016,https://www.ratebeer.com/brewers/hop-bottle-brewery/29679/
Hop Bottle Hop Men's IPA,IPA,IPA,5.5,3.14,25,Hop Bottle Brewery,"Svendsgade 10 3.th, Vejle, Denmark  7100","Nordvestjylland, Vestjylland, dele af Midtjylland, dele af Sydjylland samt det sydlige Østjylland ",9.5357,55.7093,Microbrewery,2016,https://www.ratebeer.com/brewers/hop-bottle-brewery/29679/
Hopkings American IPA,IPA,IPA,6.2,3.1,22,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Back In Black,Stout,Stout,7,2.94,3,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Belgian IPA,IPA,IPA,7,3.06,26,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Big Fat Nelson,IPA - Imperial / Double,IPA,8.7,2.89,1,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Full Moon Stout,Stout,Stout,6.5,3.3,8,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Imperial Stout,Stout - Imperial,Stout,9,3.33,27,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Juicy Ginger Witt,Witbier,Other,6.2,2.6,1,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Neelix,Kölsch,Other,6.2,2.75,3,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Oatmeal Coffee Stout,Stout,Stout,6.8,3.04,1,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Outcider English Cider Yeast - White Labs,Cider,Other,7,2.98,1,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Outcider English Cider Yeast - Wyeast,Cider,Other,7,2.89,1,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Outcider Saison Yeast,Cider,Other,7,3,1,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Porse Ale,Spice / Herb / Vegetable,Other,6.7,3.02,21,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Hopkings Quadrupel,Abbey Quadrupel / Abt,Abbey,9.5,3.15,26,Hopkings Brewing Company,"Hårby Bygade 33, Skanderborg, Denmark  8660",Østjylland ,9.9272,56.0399,Microbrewery,2015,https://www.ratebeer.com/brewers/hopkings-brewing-company/22299/
Boier-Møhl Alfreds Champagne Ale,Belgian Strong Ale,Other,8.5,3.03,6,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer / Brewers Inc Tango & Cash,Abbey Dubbel,Abbey,7,3.25,4,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer 4 Nuancer af Brune,Belgian Ale,Other,6.8,3.01,12,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Berry,Lambic - Fruited,Lambic,4.5,3.02,2,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Brombær Sour ​,Fruit Beer,Other,5,3.05,2,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Broom,Sour / Wild Ale,Other,5,2.96,4,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Chimalma,Saison,Other,6.5,3.08,6,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Dark Side,Abbey Quadrupel / Abt,Abbey,10.2,3.19,16,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Dark Wood,Abbey Quadrupel / Abt,Abbey,10.5,NA,0,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Dark X,Belgian Strong Ale,Other,8,2.99,3,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Elderflower,Saison,Other,4,3.07,2,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Fuzz Bee Mjød,Mead,Other,10.5,2.68,5,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Go-Go Blonde,Belgian Ale,Other,6.8,2.87,15,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Gydas Giraf,Saison,Other,5,3.16,3,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Hop It Up!,Belgian Strong Ale,Other,7.6,2.99,19,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Lacto Love,Lambic - Fruited,Lambic,7,3.12,16,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Oscar Mike Gueuze,Lambic - Gueuze,Lambic,6.5,3.04,2,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Quetzalcoatl,Saison,Other,6.5,3.04,13,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Sol Invictus,Saison,Other,7.5,3.24,13,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Sol Invictus Oak,Saison,Other,7.5,3.06,1,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Tlaloc,Saison,Other,5,3.07,10,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
