beer_name,type,supertype,alcohol_percent,rating,number_of_ratings,brewery_name,address,region,lon,lat,brewery_type,est,link
Hoppe.beer Tripel Trouble,Abbey Tripel,Abbey,8.2,3.04,17,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Whiskey Tango Foxtrot,Smoked,Other,7.4,2.97,16,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Wika Festival Saison,Saison,Other,6.5,2.94,1,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Wit Elephant,Witbier,Other,5,2.83,15,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Hoppe.beer Woody Delight,Belgian Ale,Other,6.5,3.2,7,Hoppe.beer,"Solrød Byvej 15, Solrød Strand, Denmark  2680","Københavns Kommune, Frederiksberg og omegn ",12.2223,55.5329,Microbrewery,2015,https://www.ratebeer.com/brewers/hoppebeer/28990/
Blackpot Gringo,IPA - Session,IPA,4.7,2.81,1,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
"Blackpot Hop, Stock & Two Smoking Barrels",IPA - Black / Dark,IPA,8,2.93,2,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Ghost Black Magic Vanilla Sky (2013),Stout - Imperial,Stout,9,3.33,8,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer / Kissmeyer Smoked Tripel Kisshorn,Smoked,Other,8.7,3.21,74,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer / Ugly Duck Creamy Hoppy Ugly Hornale,Cream Ale,Other,5,3.26,39,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer 1517,Schwarzbier,Other,5.2,3.24,15,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Amarillo Amore,IPA,IPA,6,3.3,20,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Applehorn,Cider,Other,8.5,3.08,33,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Applewit,Witbier,Other,4.8,3.03,16,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Aramis IPA,IPA,IPA,6,2.87,2,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Autumn Artemisia,IPA,IPA,5.9,3.14,18,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Barleywine,Barley Wine / Wheat Wine,Other,10,3.52,114,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Barrel Porter,Porter,Other,7,3.45,25,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Beware!,Pale Ale - American,Other,5,3.24,14,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Biere de Garde,Bière de Garde,Other,6.5,3.2,7,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Biting Horse,Sour / Wild Ale,Other,6.5,2.85,67,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Blåbær Lambic,Lambic - Fruited,Lambic,6,3.51,32,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Black a-Fair,Stout - Imperial,Stout,11,3.42,6,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Black Magic Woman,Stout - Imperial,Stout,10,3.89,428,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Black Valhal,Stout - Imperial,Stout,11,3.14,2,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Blonde,Belgian Ale,Other,6.6,3.15,104,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Blueberry Beer,Fruit Beer,Other,6,3,28,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bretty Apple,Fruit Beer,Other,8,3.12,9,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bretty Christmas,Sour / Wild Ale,Other,NA,3.15,10,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bretty Lambic,Sour / Wild Ale,Other,6,3.25,13,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bretty Smoked Black ​,Sour / Wild Ale,Other,9,3.22,4,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bretty Sour Brown,Sour Red / Brown,Other,6,3.35,13,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Brewers Lambic,Sour / Wild Ale,Other,NA,3.04,9,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Brewers Sour,Sour / Wild Ale,Other,6,3.13,10,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Brexit,IPA - Hazy / New England,IPA,5.9,3.05,2,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Broder Rus,Abbey Dubbel,Abbey,5.2,2.89,30,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bror Dickie Brown,Brown Ale,Other,7.2,NA,0,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Brown Ale,Brown Ale,Other,5.7,3.24,101,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Brun Gammeløl,Traditional Ale,Other,6.5,3,17,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bryggerens Syrlige Bemærkning,Sour / Wild Ale,Other,6,3.34,20,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Bubbers Chili Porter,Porter - Imperial / Double,Other,9,2.68,20,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Caribbean Rumstout,Stout - Imperial,Stout,10,3.84,487,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Charlies Cool Porter,Porter,Other,5.9,3.5,97,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Charlies Snow Vanilla Porter,Porter,Other,5.8,2.96,1,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Chili Lakrids Stout,Stout - Imperial,Stout,10.5,2.96,4,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer ChippenAle,Wheat Ale,Other,4.8,NA,NA,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Chokostout,Stout,Stout,7,3.49,21,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Columbus,Pale Ale - American,Other,6,2.87,1,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Czech Cat,Dunkel / Tmavy,Other,5.5,3.2,34,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Dame Blanche,Abbey Tripel,Abbey,8.7,3.22,78,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Dark Wheat Økologisk,Weissbier - Dunkelweizen,Weissbier,5.2,2.92,34,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Den Gyldne Ridder,Abbey Tripel,Abbey,8.7,3.06,3,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Den sure Brygger,Sour / Wild Ale,Other,6.5,3.41,16,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Down Under,IPA,IPA,5,3.01,21,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Dry Session,IPA - Session,IPA,4.8,3.1,4,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Dryhop,India Style Lager,Other,5,3.51,238,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Dunkelhorn,Weissbier - Dunkelweizen,Weissbier,5.2,3,76,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Duquesa Sherry Øl,Belgian Strong Ale,Other,8.8,3.03,2,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Elmely Kro Øl,Pilsener,Other,5.2,3.03,5,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Elses Stout,Stout - Imperial,Stout,11,3.67,31,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Enebær Stout,Stout - Imperial,Stout,10,NA,NA,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Eriks Stout,Stout - Imperial,Stout,11,3.52,18,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Eros Amarillo,Pale Ale - American,Other,6,3.43,28,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Eskil,Brown Ale,Other,5.6,3.22,85,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Favorit,Belgian Ale,Other,7,3.19,53,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Fenris,Traditional Ale,Other,5.5,3.1,7,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Flemmings Red Ale,Sour Red / Brown,Other,7,3.21,25,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Fødselsdagsfest,Amber Ale,Amber,6,3.26,101,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Foggy Horn,IPA,IPA,5.9,3.16,3,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Framboise,Fruit Beer,Other,5.5,3.17,167,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Funky All Day,Sour / Wild Ale,Other,5.8,3.1,13,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Funky Elf,Sour / Wild Ale,Other,9.5,3.15,43,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Funky Monk,Belgian Strong Ale,Other,8.8,3.19,144,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Ginger Ale,Spice / Herb / Vegetable,Other,8,2.71,14,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Gladiator,IPA,IPA,6.4,3.36,74,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Godt Øl,Pale Lager,Other,4.6,2.96,10,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Grand Cru,Sour Red / Brown,Other,6,3.22,5,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
Hornbeer Grisk,IPA,IPA,6.4,3.56,240,Hornbeer,"Hornsherredvej 463, Kirke Hyllinge, Denmark  4070","Østsjælland, Midt- og Vestsjælland, Sydsjælland, Lolland-Falster og Møn ",11.9167,55.7,Microbrewery,2008,https://www.ratebeer.com/brewers/hornbeer/9545/
